id,data_evento,hora_evento,host,srcip,srcuser,rule_id,rule_level,severidade_wazuh,rule_description,full_log,severidade_manual,severidade_wazuh_llm
1779329860.0,2026-05-17,04,wazuh.manager,93.157.248.178,root,5710,5,medio,sshd: Attempt to login using a non-existent user,2026-05-17T04:11:55.001093+00:00 srv02 sshd[2412194]: Failed password for invalid user root from 93.157.248.178 port 34206 ssh2,baixo,medio
1779329860.0,2026-05-17,06,wazuh.manager,,root,40101,12,alto,System user successfully logged to the system.,2026-05-17T06:26:22.925626+00:00 srv02 su[2816428]: pam_unix(su:session): session opened for user nobody(uid=65534) by root(uid=0),alto,alto
1779329860.0,2026-05-17,02,wazuh.manager,203.0.113.208,usr21,5715,3,baixo,sshd: authentication success.,2026-05-17T02:22:02.211161-03:00 srv01 sshd[248308]: Accepted publickey for user from 203.0.113.208 port 55934 ssh2: ED25519 SHA256:PtRPOlkvit9cEEsdIoKWqMuPIYzciFH+stsL4bp2yc8,nenhum,baixo
1779329860.0,2026-05-17,06,wazuh.manager,,nobody,5502,3,baixo,PAM: Login session closed.,2026-05-17T06:26:33.776541+00:00 srv02 su[2816428]: pam_unix(su:session): session closed for user nobody,nenhum,baixo
1779329860.0,2026-05-17,02,wazuh.manager,203.0.113.11,usr21,5715,3,baixo,sshd: authentication success.,2026-05-17T02:54:22.526838+00:00 srv02 sshd[2176346]: Accepted publickey for user from 203.0.113.11 port 59158 ssh2: ED25519 SHA256:PtRPOlkvit9cEEsdIoKWqMuPIYzciFH+stsL4bp2yc8,nenhum,baixo
1779329860.0,2026-05-17,04,wazuh.manager,43.153.29.41,root,5710,5,medio,sshd: Attempt to login using a non-existent user,2026-05-17T04:20:33.537465+00:00 srv02 sshd[2434682]: Disconnected from invalid user root 43.153.29.41 port 56728 [preauth],baixo,medio
1779329860.0,2026-05-17,02,wazuh.manager,,,,,nenhum,,2026-05-17T02:06:25.163379+00:00 srv02 sshd[2013039]: Connection closed by authenticating user usr21 203.0.113.11 port 57446 [preauth],nenhum,nenhum
1779329860.0,2026-05-17,06,wazuh.manager,,nobody,5502,3,baixo,PAM: Login session closed.,2026-05-17T06:26:33.829538+00:00 srv02 su[2817804]: pam_unix(su:session): session closed for user nobody,nenhum,baixo
1779329860.0,2026-05-17,04,wazuh.manager,,usr21,,,nenhum,,2026-05-17T04:26:01.678188+00:00 srv02 CRON[2447397]: pam_unix(cron:session): session opened for user usr21(uid=1011) by usr21(uid=0),nenhum,nenhum
1779329860.0,2026-05-17,06,wazuh.manager,,root,40101,12,alto,System user successfully logged to the system.,2026-05-17T06:26:33.786596+00:00 srv02 su[2817804]: pam_unix(su:session): session opened for user nobody(uid=65534) by root(uid=0),alto,alto
1779329860.0,2026-05-17,06,wazuh.manager,,,,,nenhum,,2026-05-17T06:26:33.838482+00:00 srv02 su[2817807]: (to nobody) root on none,nenhum,nenhum
1779329860.0,2026-05-17,06,wazuh.manager,,root,40101,12,alto,System user successfully logged to the system.,2026-05-17T06:26:33.839142+00:00 srv02 su[2817807]: pam_unix(su:session): session opened for user nobody(uid=65534) by root(uid=0),alto,alto
1779329860.0,2026-05-17,06,wazuh.manager,,usr21,,,nenhum,,2026-05-17T06:40:01.778096+00:00 srv02 CRON[2854548]: pam_unix(cron:session): session opened for user usr21(uid=1011) by usr21(uid=0),nenhum,nenhum
1779329860.0,2026-05-17,06,wazuh.manager,,,,,nenhum,,2026-05-17T06:28:01.721257+00:00 srv02 sshd[2821564]: Connection closed by authenticating user usr21 203.0.113.11 port 60078 [preauth],nenhum,nenhum
1779329860.0,2026-05-17,03,wazuh.manager,,,,,nenhum,,2026-05-17T03:10:18.930863+00:00 srv02 sshd[2233145]: Connection closed by authenticating user usr21 203.0.113.11 port 37964 [preauth],nenhum,nenhum
1779329860.0,2026-05-17,06,wazuh.manager,87.251.64.149,root,5710,5,medio,sshd: Attempt to login using a non-existent user,2026-05-17T06:52:00.601555+00:00 srv02 sshd[2887770]: Failed password for invalid user root from 87.251.64.149 port 6050 ssh2,medio,medio
1779329860.0,2026-05-17,06,wazuh.manager,87.251.64.149,root,5710,5,medio,sshd: Attempt to login using a non-existent user,2026-05-17T06:52:51.189823+00:00 srv02 sshd[2891293]: Failed password for invalid user root from 87.251.64.149 port 35360 ssh2,medio,medio
1779329860.0,2026-05-17,07,wazuh.manager,87.251.64.149,pi,5710,5,medio,sshd: Attempt to login using a non-existent user,2026-05-17T07:00:18.168016+00:00 srv02 sshd[2924810]: Failed password for invalid user pi from 87.251.64.149 port 41456 ssh2,medio,medio
1779329860.0,2026-05-17,06,wazuh.manager,87.251.64.149,pi,5710,5,medio,sshd: Attempt to login using a non-existent user,2026-05-17T06:58:20.000930+00:00 srv02 sshd[2916106]: Failed password for invalid user pi from 87.251.64.149 port 38682 ssh2,medio,medio
1779329860.0,2026-05-17,07,wazuh.manager,,nobody,5502,3,baixo,PAM: Login session closed.,2026-05-17T07:03:49.496483+00:00 srv02 su[2817807]: pam_unix(su:session): session closed for user nobody,nenhum,baixo
1779329860.0,2026-05-17,08,wazuh.manager,203.0.113.208,usr21,5715,3,baixo,sshd: authentication success.,2026-05-17T08:06:02.823068-03:00 srv01 sshd[980097]: Accepted publickey for user from 203.0.113.208 port 57368 ssh2: ED25519 SHA256:PtRPOlkvit9cEEsdIoKWqMuPIYzciFH+stsL4bp2yc8,nenhum,baixo
1779329860.0,2026-05-17,07,wazuh.manager,,usr21,,,nenhum,,2026-05-17T07:06:01.400435+00:00 srv02 CRON[2940923]: pam_unix(cron:session): session opened for user usr21(uid=1011) by usr21(uid=0),nenhum,nenhum
1779329860.0,2026-05-17,01,wazuh.manager,,,,,nenhum,,2026-05-17T01:03:02.571433+00:00 srv02 sshd[1803020]: Connection closed by authenticating user usr21 203.0.113.11 port 41170 [preauth],nenhum,nenhum
1779329860.0,2026-05-17,07,wazuh.manager,,,,,nenhum,,2026-05-17T07:28:40.876407+00:00 srv02 sshd[3018461]: Connection closed by authenticating user usr21 203.0.113.11 port 54370 [preauth],nenhum,nenhum
1779329860.0,2026-05-17,08,wazuh.manager,,usr21,,,nenhum,,2026-05-17T08:54:09.061198+00:00 srv02 CRON[3326991]: pam_unix(cron:session): session closed for user usr21,nenhum,nenhum
1779329860.0,2026-05-17,08,wazuh.manager,,,,,nenhum,,2026-05-17T08:33:51.775042+00:00 srv02 sshd[3249628]: Connection closed by authenticating user usr21 203.0.113.11 port 35552 [preauth],nenhum,nenhum
1779329860.0,2026-05-17,08,wazuh.manager,,,,,nenhum,,2026-05-17T08:56:02.370584-03:00 srv01 systemd-logind[1467]: New session 16784 of user usr21.,nenhum,nenhum
1779329860.0,2026-05-17,09,wazuh.manager,95.167.225.76,opc,5710,5,medio,sshd: Attempt to login using a non-existent user,2026-05-17T09:33:17.935429+00:00 srv02 sshd[3464617]: Failed password for invalid user opc from 95.167.225.76 port 48020 ssh2,baixo,medio
1779329860.0,2026-05-17,09,wazuh.manager,203.0.113.208,usr21,,,nenhum,,2026-05-17T09:32:03.635075-03:00 srv01 sshd[1163064]: Disconnected from user usr21 203.0.113.208 port 35094,nenhum,nenhum
1779329860.0,2026-05-17,09,wazuh.manager,,,,,nenhum,,2026-05-17T09:39:08.614072+00:00 srv02 sshd[3478381]: Connection closed by authenticating user usr21 203.0.113.11 port 34746 [preauth],nenhum,nenhum
1779329860.0,2026-05-17,09,wazuh.manager,43.153.3.129,sally,5710,5,medio,sshd: Attempt to login using a non-existent user,2026-05-17T09:31:07.775245-03:00 srv01 sshd[1160909]: Invalid user sally from 43.153.3.129 port 33220,baixo,medio
1779329860.0,2026-05-17,11,wazuh.manager,,usr21,,,nenhum,,2026-05-17T11:10:01.881362+00:00 srv02 CRON[3831266]: pam_unix(cron:session): session opened for user usr21(uid=1011) by usr21(uid=0),nenhum,nenhum
1779329860.0,2026-05-17,10,wazuh.manager,,,,,nenhum,,2026-05-17T10:44:17.836790+00:00 srv02 sshd[3719107]: Connection closed by authenticating user usr21 203.0.113.11 port 40412 [preauth],nenhum,nenhum
1779329860.0,2026-05-17,11,wazuh.manager,,,,,nenhum,,2026-05-17T11:49:33.252763+00:00 srv02 sshd[3968958]: Connection closed by authenticating user usr21 203.0.113.11 port 33514 [preauth],nenhum,nenhum
1779329860.0,2026-05-17,11,wazuh.manager,203.0.113.208,usr21,5715,3,baixo,sshd: authentication success.,2026-05-17T11:02:03.587411-03:00 srv01 sshd[1354212]: Accepted publickey for user from 203.0.113.208 port 41272 ssh2: ED25519 SHA256:PtRPOlkvit9cEEsdIoKWqMuPIYzciFH+stsL4bp2yc8,nenhum,baixo
1779329860.0,2026-05-17,10,wazuh.manager,62.210.207.172,root,5710,5,medio,sshd: Attempt to login using a non-existent user,2026-05-17T10:31:45.415235+00:00 srv02 sshd[3692996]: Disconnected from invalid user root 62.210.207.172 port 40664 [preauth],baixo,medio
1779329860.14082,2026-05-17,12,wazuh.manager,43.153.29.41,root,5710,5,medio,sshd: Attempt to login using a non-existent user,2026-05-17T12:36:16.446694+00:00 srv02 sshd[4123299]: Disconnected from invalid user root 43.153.29.41 port 36540 [preauth],baixo,medio
1779329860.14082,2026-05-17,12,wazuh.manager,43.153.29.41,root,5710,5,medio,sshd: Attempt to login using a non-existent user,2026-05-17T12:32:31.355373+00:00 srv02 sshd[4100097]: Disconnected from invalid user root 43.153.29.41 port 52134 [preauth],baixo,medio
1779329860.14082,2026-05-17,12,wazuh.manager,170.106.181.179,root,5710,5,medio,sshd: Attempt to login using a non-existent user,2026-05-17T12:37:49.943518+00:00 srv02 sshd[4130172]: Failed password for invalid user root from 170.106.181.179 port 47284 ssh2,baixo,medio
1779329860.14082,2026-05-17,13,wazuh.manager,,usr21,,,nenhum,,2026-05-17T13:22:01.416824+00:00 srv02 CRON[77271]: pam_unix(cron:session): session opened for user usr21(uid=1011) by usr21(uid=0),nenhum,nenhum
1779329860.14082,2026-05-17,12,wazuh.manager,95.165.27.83,root,5710,5,medio,sshd: Attempt to login using a non-existent user,2026-05-17T12:51:24.809725+00:00 srv02 sshd[4188008]: Failed password for invalid user root from 95.165.27.83 port 55952 ssh2,baixo,medio
1779329860.14082,2026-05-17,12,wazuh.manager,,,,,nenhum,,2026-05-17T12:55:10.426096+00:00 srv02 sshd[1003]: Connection closed by authenticating user usr21 203.0.113.11 port 53244 [preauth],nenhum,nenhum
1779329860.14082,2026-05-17,12,wazuh.manager,,,,,nenhum,,2026-05-17T12:09:09.764858-03:00 srv01 sshd[1496952]: Disconnected from authenticating user root 43.130.48.59 port 43952 [preauth],nenhum,nenhum
1779329860.14082,2026-05-17,14,wazuh.manager,,,,,nenhum,,2026-05-17T14:01:41.002672+00:00 srv02 sshd[260919]: Connection closed by authenticating user usr21 203.0.113.11 port 38482 [preauth],nenhum,nenhum
1779329860.14082,2026-05-17,13,wazuh.manager,43.153.104.156,ab,5710,5,medio,sshd: Attempt to login using a non-existent user,2026-05-17T13:57:29.129180+00:00 srv02 sshd[237602]: Failed password for invalid user ab from 43.153.104.156 port 60554 ssh2,baixo,medio
1779329860.14082,2026-05-17,13,wazuh.manager,203.0.113.208,usr21,5715,3,baixo,sshd: authentication success.,2026-05-17T13:22:01.654983-03:00 srv01 sshd[1652355]: Accepted publickey for user from 203.0.113.208 port 46456 ssh2: ED25519 SHA256:PtRPOlkvit9cEEsdIoKWqMuPIYzciFH+stsL4bp2yc8,nenhum,baixo
1779329860.14082,2026-05-17,14,wazuh.manager,,root,,,nenhum,,2026-05-17T14:55:01.575747-03:00 srv01 CRON[1850491]: pam_unix(cron:session): session closed for user root,nenhum,nenhum
1779329860.14082,2026-05-17,14,wazuh.manager,,usr21,5501,3,baixo,PAM: Login session opened.,2026-05-17T14:16:01.675180-03:00 srv01 sshd[1767507]: pam_unix(sshd:session): session opened for user usr21(uid=1019) by usr21(uid=0),nenhum,baixo
1779329860.14082,2026-05-17,15,wazuh.manager,,,,,nenhum,,2026-05-17T15:07:49.529244+00:00 srv02 sshd[324042]: Connection closed by authenticating user usr21 203.0.113.11 port 36734 [preauth],nenhum,nenhum
1779329860.14082,2026-05-17,15,wazuh.manager,87.251.64.149,test,5710,5,medio,sshd: Attempt to login using a non-existent user,2026-05-17T15:10:49.965146+00:00 srv02 sshd[325511]: Invalid user test from 87.251.64.149 port 30542,medio,alto
1779329860.14082,2026-05-17,15,wazuh.manager,,root,,,nenhum,,2026-05-17T15:35:01.034556+00:00 srv02 CRON[336042]: pam_unix(cron:session): session closed for user root,nenhum,nenhum
1779329860.14082,2026-05-17,15,wazuh.manager,87.251.64.149,admin,5710,5,medio,sshd: Attempt to login using a non-existent user,2026-05-17T15:14:55.713713+00:00 srv02 sshd[327393]: Failed password for invalid user admin from 87.251.64.149 port 31374 ssh2,medio,medio
1779329860.14082,2026-05-17,15,wazuh.manager,,usr21,,,nenhum,,2026-05-17T15:36:07.914462+00:00 srv02 CRON[336363]: pam_unix(cron:session): session closed for user usr21,nenhum,nenhum
1779329860.14082,2026-05-17,15,wazuh.manager,87.251.64.149,root,5710,5,medio,sshd: Attempt to login using a non-existent user,2026-05-17T15:17:36.771798+00:00 srv02 sshd[328830]: Failed password for invalid user root from 87.251.64.149 port 47946 ssh2,medio,medio
1779329860.14082,2026-05-17,16,wazuh.manager,,,,,nenhum,,2026-05-17T16:08:23.676730+00:00 srv02 sshd[347862]: Connection closed by authenticating user usr21 203.0.113.11 port 35840 [preauth],nenhum,nenhum
1779329860.14082,2026-05-17,14,wazuh.manager,,,,,nenhum,,2026-05-17T14:02:19.074217-03:00 srv01 sshd[1737702]: Disconnected from authenticating user root 136.118.29.191 port 57134 [preauth],nenhum,nenhum
1779329860.14082,2026-05-17,16,wazuh.manager,43.153.124.133,odoo17,5710,5,medio,sshd: Attempt to login using a non-existent user,2026-05-17T16:59:16.631090-03:00 srv01 sshd[2115383]: Disconnected from invalid user odoo17 43.153.124.133 port 53978 [preauth],baixo,medio
1779329860.14082,2026-05-17,15,wazuh.manager,203.0.113.208,usr21,5715,3,baixo,sshd: authentication success.,2026-05-17T15:38:01.724773-03:00 srv01 sshd[1942316]: Accepted publickey for user from 203.0.113.208 port 34404 ssh2: ED25519 SHA256:PtRPOlkvit9cEEsdIoKWqMuPIYzciFH+stsL4bp2yc8,nenhum,baixo
1779329860.14082,2026-05-17,17,wazuh.manager,,,,,nenhum,,2026-05-17T17:11:53.798507+00:00 srv02 sshd[370524]: Connection closed by authenticating user usr21 203.0.113.11 port 47890 [preauth],nenhum,nenhum
1779329860.14082,2026-05-17,17,wazuh.manager,,usr21,,,nenhum,,2026-05-17T17:54:08.843990+00:00 srv02 CRON[388485]: pam_unix(cron:session): session closed for user usr21,nenhum,nenhum
1779329860.14082,2026-05-17,17,wazuh.manager,203.0.113.11,usr21,5715,3,baixo,sshd: authentication success.,2026-05-17T17:47:10.394109+00:00 srv02 sshd[385005]: Accepted publickey for user from 203.0.113.11 port 53936 ssh2: ED25519 SHA256:PtRPOlkvit9cEEsdIoKWqMuPIYzciFH+stsL4bp2yc8,nenhum,baixo
1779329860.14082,2026-05-17,18,wazuh.manager,,,,,nenhum,,2026-05-17T18:15:23.825958+00:00 srv02 sshd[403421]: Connection closed by authenticating user usr21 203.0.113.11 port 60224 [preauth],nenhum,nenhum
1779329860.14082,2026-05-17,17,wazuh.manager,203.0.113.208,usr21,,,nenhum,,2026-05-17T17:50:02.408965-03:00 srv01 sshd[2223748]: Disconnected from user usr21 203.0.113.208 port 45240,nenhum,nenhum
1779329860.14082,2026-05-17,18,wazuh.manager,203.0.113.11,usr21,,,nenhum,,2026-05-17T18:11:44.691921+00:00 srv02 sshd[400964]: Disconnected from user usr21 203.0.113.11 port 37048,nenhum,nenhum
1779329860.14082,2026-05-17,17,wazuh.manager,203.0.113.208,usr21,5715,3,baixo,sshd: authentication success.,2026-05-17T17:48:02.411974-03:00 srv01 sshd[2219411]: Accepted publickey for user from 203.0.113.208 port 35728 ssh2: ED25519 SHA256:PtRPOlkvit9cEEsdIoKWqMuPIYzciFH+stsL4bp2yc8,nenhum,baixo
1779329860.14082,2026-05-17,18,wazuh.manager,,,,,nenhum,,2026-05-17T18:10:51.514993+00:00 srv02 systemd-logind[1224]: New session 39444 of user usr21.,nenhum,nenhum
1779329860.14082,2026-05-17,02,wazuh.manager,,usr21,5502,3,baixo,PAM: Login session closed.,2026-05-17T02:35:22.799894+00:00 srv02 sshd[2105150]: pam_unix(sshd:session): session closed for user usr21,nenhum,baixo
1779329860.14082,2026-05-17,18,wazuh.manager,52.176.211.73,root,5710,5,medio,sshd: Attempt to login using a non-existent user,2026-05-17T18:25:27.046346+00:00 srv02 sshd[407283]: Failed password for invalid user root from 52.176.211.73 port 58816 ssh2,baixo,medio
1779329860.14082,2026-05-17,04,wazuh.manager,14.102.230.4,test,5710,5,medio,sshd: Attempt to login using a non-existent user,2026-05-17T04:04:26.227257-03:00 srv01 sshd[466138]: Disconnected from invalid user test 14.102.230.4 port 44230 [preauth],baixo,medio
1779329860.14082,2026-05-17,06,wazuh.manager,,,,,nenhum,,2026-05-17T06:26:33.785932+00:00 srv02 su[2817804]: (to nobody) root on none,nenhum,nenhum
1779329860.14082,2026-05-17,19,wazuh.manager,,,,,nenhum,,2026-05-17T19:18:49.151356+00:00 srv02 sshd[427817]: Connection closed by authenticating user usr21 203.0.113.11 port 38728 [preauth],nenhum,nenhum
1779329860.14082,2026-05-17,20,wazuh.manager,,root,,,nenhum,,2026-05-17T20:05:01.088270+00:00 srv02 CRON[446367]: pam_unix(cron:session): session closed for user root,nenhum,nenhum
1779329860.14082,2026-05-17,19,wazuh.manager,,,,,nenhum,,2026-05-17T19:34:01.991398-03:00 srv01 systemd-logind[1467]: Session 17188 logged out. Waiting for processes to exit.,nenhum,nenhum
1779329860.14082,2026-05-17,20,wazuh.manager,87.251.64.147,root,5710,5,medio,sshd: Attempt to login using a non-existent user,2026-05-17T20:10:49.250097+00:00 srv02 sshd[448410]: Failed password for invalid user root from 87.251.64.147 port 22140 ssh2,medio,medio
1779329860.14082,2026-05-17,20,wazuh.manager,87.251.64.147,root,5710,5,medio,sshd: Attempt to login using a non-existent user,2026-05-17T20:14:43.679738+00:00 srv02 sshd[449857]: Failed password for invalid user root from 87.251.64.147 port 58572 ssh2,medio,medio
1779329860.14082,2026-05-17,20,wazuh.manager,87.251.64.147,admin,5710,5,medio,sshd: Attempt to login using a non-existent user,2026-05-17T20:20:49.539202+00:00 srv02 sshd[452078]: Failed password for invalid user admin from 87.251.64.147 port 58574 ssh2,medio,medio
1779329860.14082,2026-05-17,20,wazuh.manager,,,,,nenhum,,2026-05-17T20:19:13.216300+00:00 srv02 sshd[451543]: Connection closed by authenticating user usr21 203.0.113.11 port 37670 [preauth],nenhum,nenhum
1779329860.14082,2026-05-17,20,wazuh.manager,87.251.64.147,root,5710,5,medio,sshd: Attempt to login using a non-existent user,2026-05-17T20:25:14.732109+00:00 srv02 sshd[453715]: Failed password for invalid user root from 87.251.64.147 port 57852 ssh2,medio,alto
1779329860.14082,2026-05-17,20,wazuh.manager,87.251.64.147,admin,5710,5,medio,sshd: Attempt to login using a non-existent user,2026-05-17T20:26:34.943081+00:00 srv02 sshd[454211]: Failed password for invalid user admin from 87.251.64.147 port 47762 ssh2,medio,medio
1779329860.14082,2026-05-17,20,wazuh.manager,87.251.64.147,pi,5710,5,medio,sshd: Attempt to login using a non-existent user,2026-05-17T20:32:12.852064+00:00 srv02 sshd[456137]: Connection reset by invalid user pi 87.251.64.147 port 50448 [preauth],medio,medio
1779329860.14082,2026-05-17,20,wazuh.manager,87.251.64.147,pi,5710,5,medio,sshd: Attempt to login using a non-existent user,2026-05-17T20:32:33.569368+00:00 srv02 sshd[456387]: Failed password for invalid user pi from 87.251.64.147 port 19260 ssh2,medio,medio
1779329860.14082,2026-05-17,21,wazuh.manager,,,,,nenhum,,2026-05-17T21:15:03.734160+00:00 srv02 sshd[472368]: Connection closed by authenticating user usr21 203.0.113.11 port 34444 [preauth],nenhum,nenhum
1779329860.14082,2026-05-17,22,wazuh.manager,49.51.233.105,webuser,5710,5,medio,sshd: Attempt to login using a non-existent user,2026-05-17T22:13:22.987046+00:00 srv02 sshd[494663]: Failed password for invalid user webuser from 49.51.233.105 port 49534 ssh2,baixo,medio
1779329860.14082,2026-05-17,22,wazuh.manager,,,,,nenhum,,2026-05-17T22:18:29.393161+00:00 srv02 sshd[496550]: Connection closed by authenticating user usr21 203.0.113.11 port 59814 [preauth],nenhum,nenhum
1779329860.14082,2026-05-17,20,wazuh.manager,87.251.64.147,root,5712,10,alto,sshd: brute force trying to get access to the system. Non existent user.,2026-05-17T20:38:16.824242+00:00 srv02 sshd[458611]: Failed password for invalid user root from 87.251.64.147 port 56718 ssh2,medio,medio
1779329860.14082,2026-05-17,22,wazuh.manager,49.51.233.105,teamspeak,5710,5,medio,sshd: Attempt to login using a non-existent user,2026-05-17T22:18:52.908565+00:00 srv02 sshd[496657]: Failed password for invalid user teamspeak from 49.51.233.105 port 39348 ssh2,baixo,medio
1779329860.14082,2026-05-17,22,wazuh.manager,,usr21,,,nenhum,,2026-05-17T22:20:08.460670+00:00 srv02 CRON[497054]: pam_unix(cron:session): session closed for user usr21,nenhum,nenhum
1779329860.14082,2026-05-17,21,wazuh.manager,,,,,nenhum,,2026-05-17T21:59:43.121830-03:00 srv01 sshd[2756448]: Disconnected from authenticating user root 192.95.10.204 port 24004 [preauth],nenhum,nenhum
1779329860.14082,2026-05-17,23,wazuh.manager,,,,,nenhum,,2026-05-17T23:04:03.298812-03:00 srv01 sshd[2893689]: Connection closed by invalid user user1 152.42.143.147 port 36356 [preauth],nenhum,nenhum
1779329860.14082,2026-05-17,22,wazuh.manager,203.0.113.208,usr21,5715,3,baixo,sshd: authentication success.,2026-05-17T22:46:01.995724-03:00 srv01 sshd[2855317]: Accepted publickey for user from 203.0.113.208 port 38082 ssh2: ED25519 SHA256:PtRPOlkvit9cEEsdIoKWqMuPIYzciFH+stsL4bp2yc8,nenhum,baixo
1779329860.14082,2026-05-17,23,wazuh.manager,87.251.64.149,config,5710,5,medio,sshd: Attempt to login using a non-existent user,2026-05-17T23:15:36.227214+00:00 srv02 sshd[517257]: Failed password for invalid user config from 87.251.64.149 port 27840 ssh2,medio,medio
1779329860.14082,2026-05-17,22,wazuh.manager,203.0.113.11,usr21,5715,3,baixo,sshd: authentication success.,2026-05-17T22:31:57.450289+00:00 srv02 sshd[501434]: Accepted publickey for user from 203.0.113.11 port 37366 ssh2: ED25519 SHA256:PtRPOlkvit9cEEsdIoKWqMuPIYzciFH+stsL4bp2yc8,nenhum,baixo
1779329860.14082,2026-05-17,23,wazuh.manager,87.251.64.149,config,5710,5,medio,sshd: Attempt to login using a non-existent user,2026-05-17T23:15:06.938207+00:00 srv02 sshd[517056]: Connection reset by invalid user config 87.251.64.149 port 27820 [preauth],medio,medio
1779329860.14082,2026-05-17,23,wazuh.manager,87.251.64.149,root,5710,5,medio,sshd: Attempt to login using a non-existent user,2026-05-17T23:19:17.117458+00:00 srv02 sshd[519772]: Connection reset by invalid user root 87.251.64.149 port 47180 [preauth],medio,alto
1779329860.14082,2026-05-17,23,wazuh.manager,107.189.27.179,root,5710,5,medio,sshd: Attempt to login using a non-existent user,2026-05-17T23:26:06.720955+00:00 srv02 sshd[522698]: Failed password for invalid user root from 107.189.27.179 port 33816 ssh2,baixo,medio
1779329860.14082,2026-05-17,23,wazuh.manager,87.251.64.149,root,5710,5,medio,sshd: Attempt to login using a non-existent user,2026-05-17T23:21:19.163934+00:00 srv02 sshd[520688]: Failed password for invalid user root from 87.251.64.149 port 11752 ssh2,medio,medio
1779329860.14082,2026-05-18,00,wazuh.manager,,,,,nenhum,,2026-05-18T00:22:01.120670+00:00 srv02 sshd[547935]: Connection closed by authenticating user usr21 203.0.113.11 port 34384 [preauth],nenhum,nenhum
1779329860.14082,2026-05-17,23,wazuh.manager,,,,,nenhum,,2026-05-17T23:29:55.574851+00:00 srv02 systemd-logind[1224]: Removed session 39764.,nenhum,nenhum
1779329860.14082,2026-05-18,00,wazuh.manager,203.0.113.11,usr21,,,nenhum,,2026-05-18T00:23:34.109834+00:00 srv02 sshd[548646]: Disconnected from user usr21 203.0.113.11 port 54788,nenhum,nenhum
1779329860.14082,2026-05-17,20,wazuh.manager,87.251.64.147,root,5710,5,medio,sshd: Attempt to login using a non-existent user,2026-05-17T20:17:57.521295+00:00 srv02 sshd[451033]: Failed password for invalid user root from 87.251.64.147 port 12660 ssh2,medio,medio
1779329860.14082,2026-05-17,20,wazuh.manager,87.251.64.147,root,5710,5,medio,sshd: Attempt to login using a non-existent user,2026-05-17T20:38:56.008248+00:00 srv02 sshd[458793]: Connection reset by invalid user root 87.251.64.147 port 11690 [preauth],medio,alto
1779329860.14082,2026-05-18,00,wazuh.manager,,usr21,,,nenhum,,2026-05-18T00:30:08.281816+00:00 srv02 CRON[551716]: pam_unix(cron:session): session closed for user usr21,nenhum,nenhum
1779329860.14082,2026-05-18,01,wazuh.manager,43.135.157.164,root,5710,5,medio,sshd: Attempt to login using a non-existent user,2026-05-18T01:01:20.865729+00:00 srv02 sshd[567250]: Failed password for invalid user root from 43.135.157.164 port 33310 ssh2,baixo,medio
1779329860.14082,2026-05-18,00,wazuh.manager,,,,,nenhum,,2026-05-18T00:44:02.137514-03:00 srv01 systemd-logind[1467]: Removed session 17389.,nenhum,nenhum
